,text,emotion
15016,"Thank you , you are so thoughtful . I think I could use some beers right now .",happiness
15017,Thanks so much .,happiness
15018,Thanks a lot .,happiness
15021,"It is my pleasure , sir . I wish you a pleasant stay here . Goodbye !",happiness
15024,It's beautiful here .,happiness
15025,Yes . I feel refreshed .,happiness
15026,"Oh , great ! That's at the other end of the terminal !",surprise
15027,Thank you . See you .,happiness
15028,Sure . I don't want to waste even a minute .,happiness
15032,I'm Bill . I'm in Room 908 . Can you change the room for me ? It's too noisy . My wife was woken up several times by the noise the baggage elevator made . She said it was too much for her .,anger
15033,"Oh , my god .",surprise
15035,Thank you very much . This is for your help .,happiness
15039,This is a great botanical garden in the city .,happiness
15040,Listen to the sound of nature ! It's like music .,happiness
15042,Sure . I'm going to take more pictures today .,happiness
15043,You are so kind . Thanks .,happiness
15044,Thank you .,happiness
15045,Great . Thank you .,happiness
15046,"Yes , thank you .",happiness
15049,"Let me check the reservation list . Fortunately , we have just 10 standard rooms available for the three days .",happiness
15050,"My god , it's such a lovely lake ! The lake has a water surface of 56 square kilometers .",happiness
15053,Really ?,surprise
15054,You see this is the first time for me to use the swimming pool . I've got no idea about the water temperature of the pool . I'm afraid it might be a little cold .,happiness
15057,I can't wait to see it .,happiness
15060,"Hello , I was just looking for the guide 。",happiness
15063,Wonderfull.Thanks a lot .,happiness
15066,Well . I can't find my key now . I think I have lost it .,sadness
15067,I have made a reservation for my breakfast last night . But I still haven't got it . I am so hungry now .,anger
15068,Thank you . I think today we will go there .,happiness
15069,Yes . I can't find my sweater . I have my laundry sent to you yesterday but when the washing is done . I find my swatter missing .,anger
15070,Why ? I have stayed for 3 nights .,surprise
15071,This is room 2012 . Where is my laundry ? You promised to send to me this morning .,anger
15072,I was taking a walk when a young man came at me from nowhere and snatched the bag off my hands and ran away .,sadness
15073,I have a complaint to make . I've just been badly treated by a rude maid .,anger
15074,I'm sorry . I've lost my tags and receipt . How can I do about it ?,sadness
15076,"I am sorry , sir . I have broken the reading lamp in my room .",sadness
15077,Thank you .,happiness
15078,Thank you .,happiness
15083,Much better now . Thanks again .,happiness
15085,"This is your voucher , and you can get your luggage back on this . Have a good trip !",happiness
15086,Thank you !,happiness
15088,You are welcome . Looking forward to seeing you again .,happiness
15090,Thank you .,happiness
15091,"Oh , how annoying !",anger
15092,What a nuisance !,anger
15093,"To be honest , I was just dumped .",sadness
15096,The exhibits are really special . I enjoy the paintings very much .,happiness
15097,I like the sight and the sound.It worked on me like a magic when I was a child .,happiness
15099,"What a charming room ! It faces south , and there's such a lovely view of the city .",happiness
15100,This Olympic park is so big !,surprise
15101,Splendid ! When is it gonna be finished ?,surprise
15102,I didn ’ t know it would be so big !,surprise
15103,"Yes . Look at these historical relics here , amazing !",surprise
15104,"The bronze cup was made 4,000 years ago . It's priceless !",surprise
15105,"Look , Danny . The Four Great Inventions !",surprise
15106,"Milestones ? May , you must be kidding .",surprise
15107,Gee . I must have left it in my hotel room .,surprise
15108,"Oh , my God ! What do I do now ? Bone head .",sadness
15109,What ?,surprise
15110,Could I see the manager please ? I have a complaint to make .,anger
15112,"It ’ s very good . Check in and check out at the reception only took a few minutes . The wait staff is very good . A waiter recommended their baked fish , which tasted wonderful . The hotel was quite full , so I ’ d suggest making a reservation if you intend to go there . The hotel offers a discount at the weekends .",happiness
15113,Good luck ! I ’ Ve heard it ’ s very difficult to get a visa to go to the united states .,happiness
15114,"What ? Why ! I am taking an intercontinental flight ! I ’ m flying sixteen thousand CMS ! How am I supposed to only take two , twenty kilo bags ? That ’ absurd !",anger
15115,"Now I see . You charge next to nothing for an international ticket , but when it comes to charging for any other small thing , you charge an arm and a leg ! So tell me , miss , how much will I have to pay for all of this .",anger
15116,That ’ s more than my round-trip ticket !,anger
15117,I'm embarrassed ! I forgot completely about them . I'm terribly sorry .,sadness
15118,His residence ? You mean the whole palace ?,surprise
15119,"Oh , unbelievable . This was too luxurious .",surprise
15121,I'm embarrassed ! I forgot completely about them . I'm terribly sorry .,sadness
15122,What a nice day !,happiness
15125,"Exactly . You know , the sunshine and wind remind me of our honeymoon . You remember ? The island , the sound of the waves , the salty sea air and the sunshine ...",happiness
15127,Ok . I'll make the arrangements . It will be great .,happiness
15129,"Hi , darling ! I have a one-month vacation saved up . How about a trip to Europe ?",happiness
15131,Really ? I didn't expect that .,surprise
15132,I should have booked the tickets in advance .,sadness
15133,"Really ? That's very good of you , Helen . But I must get a new suitcase , my old one needs repairing .",happiness
15134,Really ? Maybe I ’ ll do that then .,surprise
15137,"Oh , don ’ t worry , I will !",happiness
15138,What a nice garden ! Look at these tulips !,happiness
15140,You're welcome . Now smile ...,happiness
15142,"Oh , thank you kindly .",happiness
15143,You ’ re welcome .,happiness
15144,"Yes , I did . I had a fine time .",happiness
15145,Thank you .,happiness
15146,"Oh , it ’ s open . Thank you very much .",happiness
15148,"Ok , well enjoy the rest of your stay here .",happiness
15149,Thank you very much . Bye .,happiness
15153,That ’ s fine .,happiness
15154,Alright . thanks .,happiness
15157,I am sorry to say this but I seem to have lost the key to the safe .,sadness
15158,What ? 100 US dollars ? Is it covered by the insurance ?,surprise
15161,I feel kind of stupid .,sadness
15162,We got lost coming back . I guess I don't really know this town yet .,sadness
15163,You got lost . You're kidding !,surprise
15164,Grangerfield ! You were in Grangerfield ? That's a completely different town ! How could you drive to a completely different town ?,surprise
15168,Are you crazy ? You made the mistake and now you're charging me for your mistake ?,anger
15169,Why don't you just stick a gun in my ribs and take everything I have ?,anger
15171,"Oh , I get it ! You want souvenirs !",happiness
15174,"My amenities bill says that I owe $ 10 for a movie , but I never ordered one .",anger
15175,That's absolutely wrong ! I was out exploring the city Monday night .,anger
15176,Are you serious ? I have to pay $ 2 for a movie I never watched ?,anger
15177,This is outrageous ! I'm never coming back to this hotel again !,anger
15178,You guys are charging me $ 10 for a movie that I never ordered or saw .,anger
15179,"Well , the wrong information is in my file . I was at a concert Monday night .",anger
15180,Am I in the Twilight Zone ? You're charging me for a movie I never saw ?,anger
15181,This is highway robbery . I've got a good mind to call the police !,anger
15182,I just discovered that I owe $ 10 for a movie that I never ordered .,anger
15183,That is absolutely incorrect ! I was out on the town Monday night .,anger
15184,Absolutely unbelievable ! You people should be ashamed of yourselves .,anger
15185,Why am I being charged $ 10 for a movie that I never ordered ?,anger
15186,You can't do that ! You can't charge me for a mistake that you made !,anger
15187,"Well , now I've seen it all ! What a rip-off this place is !",anger
15189,I understand . Thank you very much !,happiness
15190,Look at that village !,surprise
15196,You have never gone to the Statue of Liberty ? ! I can't believe it ! But you live here !,surprise
15197,"Alice , it really was great . I think it was the most interesting thing here . You really should go in .",happiness
15200,What ? Do you think someone will arrest me for making a joke ? Someone will arrest me here at the breakfast table ?,surprise
15202,Have a nice day .,happiness
15203,No kidding ! We'll miss the connecting flight .,surprise
15204,"Oh , honey ! Don ’ t you remember this important day to us ?",anger
15205,Yes . Now I've got it . Thank you very much .,happiness
15207,There are so many ancient relics in China .,happiness
15208,You're quite welcome .,happiness
15209,What ! One hundred U . S . dollars.Is it covered by the insurance ?,surprise
15210,"No , we got no receipt , but we paid on the spot .",anger
15211,Thank you very much .. Bye .,happiness
15212,I'm sure I'll enjoy seeing them.and will have more information of your city industry.what is more ? I'd like to visit if it is possible.the famous Goumi street in the city .,happiness
15213,I am sure I'll enjoy some real chinese food then .,happiness
15215,Thank you very much .,happiness
15216,Thank you very much .,happiness
15217,"I see , thank you very much !",happiness
15218,"Oh , did you ? Thanks a lot .",surprise
15219,Someone has stolen my gold necklace .,sadness
15220,"Yes , I think I did . It has to be one of your maids who took it . I want my necklace back .",anger
15221,That just isn't good enough . Cet me your general manager . I want to speak to him now .,anger
15224,"Look , how grand magnificent the Tiananmen Gate tour is !",surprise
15226,"Thank you , you are very kind !",happiness
15229,I'm now on the Songshan airport getting ready for departure . I realized that I might have left my watch .,sadness
15230,"Oh , I'm glad to hear that . Would you kindly send it to the Hilton Hotel ?",happiness
15232,"Oh , no . I ’ m leaving for Japan at eleven this morning .",surprise
15233,"No , we got no receipt , and we pay it on the spot !",anger
15234,"I'm not sure , but I think so . I'm very exhaust but I can't sleep .",sadness
15235,I can't get into my room . I mean I left my room key inside .,sadness
15236,"This sounds better every second . Now , when can I use the stations ?",happiness
15238,"I'm sure you'll enjoy your workout , sir . Everyone seems to like the swim stations .",happiness
15240,My pleasure .,happiness
15241,"Doctor , I slipped and fell on my way to school . The ground is so slippery from the snow . It seems I can't move my left arm now .",sadness
15243,"This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it .",anger
15245,"Yeah , I love that , no class , no homework , and no exams .",happiness
15246,"Haha , I just got the Ultraman costume . My Dad bought it .",happiness
15247,I'd been feeling pretty well until just a few days ago .,sadness
15248,"Well , I haven't been eating well , I guess . I usually only have enough time to grab a sandwich and a cup of coffee for lunch .",sadness
15249,Oh dear ! What did he tell you to do ?,surprise
15250,Ten days ? Would you please repeat it again ?,surprise
15251,I've got a sore throat and my chest hurts .,sadness
15252,"Yes , I ache all over .",sadness
15253,It's gone completely .,sadness
15254,"I've got a terrible pain in my stomach , Doctor .",sadness
15255,It started yesterday . I didn't eat any supper .,sadness
15258,Thank you for coming.Good - bye .,happiness
15259,"I see.Thank you , doctor .",happiness
15263,Great ! Will you please tell me how to take it ?,surprise
15265,"Thank you so much , Mr . Sandals . We look forward to seeing you !",happiness
15267,"Let me repeat that 626-555-1739 . Okay , sir , we look forward to seeing you in April !",happiness
15269,Thank you . I'm glad that wasn't too much of a bother .,happiness
15270,It's a pleasure .,happiness
15271,Thanks . I'll call again when things get better at home .,happiness
15272,You're welcome .,happiness
15273,That was nice and fast . Thanks .,happiness
15275,I'm afraid I've got a terrible cold . What should I do ?,sadness
15276,"Yes , but I'm not feeling very better now . Actually I'm feeling even worse .",sadness
15278,"Yes , I will . Thanks for your care .",happiness
15280,I have a terrible toothache .,sadness
15281,"I'm very worried , doctor . I'm afraid that I'm very ill .",sadness
15282,"Because I feel tired all the time , even when I wake up in the morning . I find it very difficult to do any work . I have no appetite .",sadness
15283,"Very badly , doctor .",sadness
15284,"Well , yes , I am . I'm worried about my work . I've just taken a new job . I earn a lot of money but it's difficult work . I'm always afraid of making a mistake .",sadness
15285,"A guy in my office got the flu the other day . Today I seem to have come down with it , too .",sadness
15286,But I'm going on a business trip in two days !,surprise
15287,I've got a headache and sore throat .,sadness
15288,I've got a headache and a cough .,sadness
15289,"Yes , a low fever . I feel terrible . Am I dying ?",sadness
15290,"Doctor , save my baby , please",sadness
15291,Oh my god . Please save her life .,sadness
15292,I have said that we will try our best . You can trust us . But you know her situation .,sadness
15293,Is that so ? But I think It shouldn't keep you long in bed .,surprise
15294,"Well , thanks very much .",happiness
15295,How dare you question my statement !,anger
15296,There are nine cockroaches in my room . I don't have time for your disbelief !,anger
15297,You dare to doubt me ?,anger
15298,I've already suffered enough without listening anymore to you !,anger
15299,Your inspector needs spectacles . The fact is that cockroaches are running rampant .,anger
15300,You are not in a position to question my vision or my statement !,anger
15301,I'm about to be swept away by millions of cockroaches !,anger
15302,"Boy , oh boy ! I can't wait to change into my swim trunks .",happiness
15307,"Really , because spicy food is my favorite .",sadness
15308,I'm being attacked by hordes of cockroaches !,anger
15309,"This room is unfit for humans . I want another room , and I want a refund for tonight .",anger
15310,"In a word , cockroaches !",anger
15311,"I want to change rooms . In fact , I want a refund for tonight !",anger
15312,Cockroaches have declared war on my room !,anger
15313,Oh no ! Mike ’ s birthday is a drinkfest for sure !,surprise
15314,"This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it .",anger
15315,I feel itchy ! I can ’ t stand it anymore ! I think I may be coming down with something . I feel lightheaded and weak .,sadness
15316,Everything's gone wrong .,sadness
15317,"I know , it's not as I had planned .",sadness
15318,What are we going to do now ?,sadness
15319,"Doctor , I have the worst toothache !",sadness
15325,It's very nice of you .,happiness
15326,Thank you . You ’ Ve been so nice to me .,happiness
15327,"No , thanks . You ’ Ve done a lot for me already . Thank you for everything .",happiness
15332,The same to you . Keep in touch .,happiness
15335,How things have changed now !,surprise
15336,"Perhaps , but I haven ’ t felt well for a few days now .",sadness
15337,My stress level is pretty much what is usually is .,sadness
15338,It seems to me like I may have caught a bug .,sadness
15339,I feel like maybe I am coming down with the flu .,sadness
15341,"I can wait , but my toothache can't !",anger
15342,"I'm sorry , Lucy . I'm afraid that I can't get up .",sadness
15343,"Oh , that's a nasty cough . Let me feel your head . You're on fire !",surprise
15344,I guess that ’ s what I get for not flossing or brushing my teeth three times a day .,sadness
15345,nobody exercises anymore-not even kids ! The average american home has the TV on for 6 hours a day !,surprise
15346,"wow ! No wonder people are so fat . Say , Carl , looks like you could be doing a bit more exercising .",surprise
15347,No kidding ! What happened to Ad ?,surprise
15348,"Yes , I took my temperature last night . It was 102 degrees . But right now I feel my fevers is up to 103 degrees .",sadness
15349,"I can not stop coughing , and I can not stop sneezing . I vomited blood last night . Sorry , I am coughing again .",sadness
15351,"Gosh , Doctor . I had only three plates of ice cream.John had four .",surprise
15352,I have a really bad toothache ! My cheek is swollen and I can ’ t eat anything .,sadness
15353,I guess that ’ s what I get for not flossing or brushing my teeth three times a day .,sadness
15354,I had a skydiving accident over the weekend and won ’ t be able to come to school today .,sadness
15355,My goodness ! Are you OK ?,surprise
15356,I ran my car into a tree yesterday and need to miss a few days of school .,sadness
15357,"Oh , my God ! I hope you are all right .",surprise
15358,I ’ m pretty tired . I haven ’ t been sleeping well .,sadness
15359,I don ’ t have one time in particular . I just go to sleep whenever I feel tired .,sadness
15360,"I just lost my job , and I am unsure about being able to find another one .",sadness
15361,I am worried about how I am going to pay my tuition .,sadness
15362,My mother just passed away last Tuesday .,sadness
15363,"This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it .",anger
15364,Yes . But why do I have to fill out a form anyway ? This is the emergency room .,anger
15365,Look at me . I look so old ! I look as if I were thirty .,sadness
15366,"Wow , Arthur ! You ’ re as blind as a bat !",surprise
15367,"Yeah , I know , my vision is really blurry at times .",sadness
15368,"Wow , Arthur ! You ’ re as blind as a bat !",surprise
15369,"Yeah , I know , my vision is really blurry at times .",sadness
15370,It's very kind of you .,happiness
15371,You're welcome . We wish you a speedy recovery . Goodbye .,happiness
15372,"Good morning , doctor . I've been suffering very much from a toothache lately .",sadness
15375,But Mom ! Today we ’ re playing football ! I love football !,sadness
15376,Ohhhh !,sadness
15377,Oh !,sadness
15378,"No problem . Thank you for hiring me , I am very proud to be employed by your company and I will come in at eight o ’ clock sharp Monday .",happiness
15380,Wonderful . Thank you very much . I have been dreaming to work with your company and I am finally granted the great opportunity . I won ’ t let you down and I hope you will contact me when you have any questions .,happiness
15381,Thank you . You helped me a lot .,happiness
15382,That's terrible .,sadness
15385,"Well , if there's nothing else , I think we've settled everything .",happiness
15387,"Of course , just five minutes ago I got the phone call from Future Clothes Company and I was told to start my trial period in that company next Monday .",happiness
15389,Great idea .,happiness
15396,"Well , I also hope our cooperation will be never-ending . Thank you again .",happiness
15397,Is that true ? I can't believe it . There are always some meetings in this company .,surprise
15398,"Hah , as the sales department director , you are the best .",happiness
15399,"Oh , no ! I can't have failed . Are you sure ?",sadness
15400,It sucks . But Arden told me he's satisfied with my qualifications and experience .,sadness
15401,How am I going to face the fellows in our office ? They thought I would be promoted . They must be waiting for my good news .,sadness
15402,But I lost the chance .,sadness
15406,"I am so honored to hear that . Well , after staying here for several days , you must have some ideas about our company . We have been in the clothes field for many years , and yours brand is also well-known in the country . How about our cooperation ?",happiness
15407,That is one of reasons why I am here now . I am really willing to have some cooperation with your company .,happiness
15408,We intend to establish business relationship with your company on the basis of equality and mutual benefit .,happiness
15412,"Of course , I will .",happiness
15413,"Cheers ! And we are honored to have such an honored guest today . Mr . James , I hope we will meet somewhere in the near future .",happiness
15414,"Madam , we also welcome you to visit our company . I hope you can also bring your family there to have a look of our company . In this way , we will know each other better .",happiness
15417,Thank you . I'll work hard .,happiness
15418,Here is the final draft of our contract . I'm glad that we have reached an agreement on almost every term in our trade .,happiness
15419,Is that true ?,surprise
15420,"Sorry , I overslept . My clock didn't go off this morning .",sadness
15422,"Hah , as the sale department director of our team , you are the best .",happiness
15423,"Oh , no ! How did this happen . Are you sure ?",surprise
15424,My God ! I actually checked them one by one . How could this be ?,surprise
15425,What kind of solution can I have now ? I nearly go crazy now .,sadness
15426,"It seems that I have nothing to do , except this .",sadness
15428,Thank you again !,happiness
15429,I've had enough .,anger
15430,Look at this fair . This is my first chance to be involved in the fair . It is so gorgeous and amazing !,surprise
15432,Wish you good luck !,happiness
15433,Thank you .,happiness
15434,"Yes , I like travelling . I am young , and unmarried . It ’ s no problem for me to travel frequently .",happiness
15435,I see .,sadness
15438,"Mr . Wang , I want to apologize for being late again this morning . I just can't get up in time for work .",sadness
15439,"Really ? Wow , it is great .",surprise
15440,I suppose so . It's great .,happiness
15441,I'm glad you like it .,happiness
15442,"Thank you very much . Mr . George . As a newcomer , I understand that you have your consideration and I am satisfied with the raise .",happiness
15444,"Thank you , Mr . White . I really appreciate your assistance .",happiness
15445,"That ’ s great . If you don ’ t mind my asking , does your company give bonuses ?",happiness
15446,"Thank you , Kenvir . You're so kind .",happiness
15447,"I really can't work overtime . Because my husband has been ill recently , I must take care of him .",sadness
15449,Let's hope for good cooperation between us .,happiness
15455,I've got a schedule !,surprise
15456,Only three days ?,surprise
15457,It was the same as the last place I worked at . I was hoping you ’ d be different .,sadness
15458,Thanks for your help .,happiness
15461,We hope your stay here a pleasant one !,happiness
15463,I wish you a pleasant stay here .,happiness
15465,Have you ? That's splendid . Just let me get my things together . I won't keep you long .,happiness
15466,I cut it on that blade .,sadness
15471,"Give me a break , Mr Yang .",anger
15472,That would be great .,happiness
15473,"Oh , gosh ! I feel everything around me is against me .",sadness
15477,"But what ? You always act like this , when you face difficulties .",anger
15479,Thanks your flatter .,happiness
15480,I'm very glad to hear that .,happiness
15481,"Very good . It's been a pleasure to do business with you , Mr . Smith .",happiness
15482,I'm glad that we've settled the price .,happiness
15483,"Well , look here . Ten new typewriters were delivered to my company yesterday afternoon and only five of them work properly .",anger
15484,"Never mind being sorry , what are you going to do about it ?",anger
15488,Good . Let's shake hands on this successful transaction .,happiness
15490,Thank you . It's a pleasure to meet you .,happiness
15491,"A pleasure meeting you as well , the flowers are for you .",happiness
15496,Oh ! Thank you ! It's very kind of you .,happiness
15497,Exactly !,happiness
15498,Really ? That's great . You really did a good job . Anything else to tell me ?,happiness
15499,I've got to commend you ; you really did a good job .,happiness
15502,Thank you . That's a long way to go for my job .,happiness
15503,I see . Thanks for your instruction .,happiness
15505,Thank you ! I lived there when I came to Beijing last time . It's comfortable and beautiful .,happiness
15506,Thank you ! I will . When and where will the dinner be ?,happiness
15511,It's my pleasure .,happiness
15512,"OK , thanks for the order .",happiness
15513,"OK , thank you very much .",happiness
15515,"Yes , this runway is going to sparkle with glamour and style !",happiness
15516,Because you're going to love this show !,happiness
15517,"Thank you , Mr . White .",happiness
15518,Delighted I was able to help .,happiness
15519,Thanks a lot . And I believe I'll have a good time working with you .,happiness
15527,Really ? What is it ?,surprise
15529,Excellent . I have been expecting it .,happiness
15530,Very good .,happiness
15535,That is what I want to say .,happiness
15536,That would be great ! How about 2:30 ?,happiness
15537,Cancelled ? That's just can't happen !,surprise
15540,Fine . Thank you very much .,happiness
15541,This is my first day at work !,happiness
15544,You are welcome .,happiness
15545,We got the contract !,happiness
15547,They turned me down .,sadness
15548,Why ? You are so excellent .,surprise
15549,I think the only reason is that I was too nervous during the interview and I couldn't express myself the way I wanted to .,sadness
15550,What a shame ! You should have showed yourself to them !,sadness
15553,Great . Good luck .,happiness
15554,"I'm glad to meet you , Mr . Zhuang . Sit down , please .",happiness
15556,Silly me .,sadness
15558,That ’ s all right . Hope you can do better tomorrow .,happiness
15561,You know our boss always trying to save the last penny . We have to use up the equipment first .,sadness
15562,"Although I am a little shocked , I can deal with it pretty well . I didn't perform as well as I should have in the interview .",sadness
15566,It is a great pleasure for me to have this opportunity for interview .,happiness
15567,"Hello , Lucy , I heard you did a good deal in interview .",happiness
15568,"Well , I just spend 15 minutes as so checking my stock bonds and booking an air ticket for my mother . Anyway , I have done all my work and it is about the time to leave .",happiness
15570,"Well , keep a low profile .",happiness
15571,I've got it . I think I will wear a white shirt with a tie . Thank you for your suggestions .,happiness
15573,Really ? Did you find any information about a new job ?,surprise
15574,Great ! Do you think you have a chance at getting the job ?,happiness
15575,I am sorry to tell you that I have lost the opportunity .,sadness
15576,Why ? You are so excellent . I think you are the most suitable person for the job .,surprise
15577,What ? Then what did you do ?,surprise
15578,Terrific ! Then how should I apply for ?,happiness
15580,"Oh , dear . How can I wait for such a long time ?",surprise
15583,"What are you talking about , we've tried everything !",surprise
15584,"Oh , yeah , A . Thank you for approving my job .",happiness
15585,"Okay , You are such a good talker .",happiness
15586,Nothing . It's just one of those days . Everyone at the office is sick and I'm getting blamed for work not being done .,sadness
15587,I'm sick of doing other people's job and getting blamed for not doing it right .,anger
15588,"I wish he could understand . You know what , if this goes on , I think I will get stick like everybody else .",anger
15589,"Yes , I'm looking forward to meeting everybody and getting started on my new job .",happiness
15592,Congratulations ! How can you get such a good opportunity to be trained overseas ?,happiness
15594,"Okay , that's good . I get it .",happiness
15595,You look very young .,happiness
15596,Thanks .,happiness
15599,The pleasure is mine . It's been nice talking with you . Goodbye .,happiness
15601,I really feel grateful to you for your reference . They have mentioned this in the job interview .,happiness
15604,Very good .,happiness
15606,"Working for your company , as the top administrative assistant in your firm !",happiness
15608,Good morning ! I am a new comer in our office .,happiness
15610,Nice to meet you ! My name is Grace Williams .,happiness
15612,Today is my first day at work !,happiness
15614,Thank you . It's very kind of you .,happiness
15616,"That's great . It's most thoughtful of you to do this , Miss Rose .",happiness
15617,"It's my pleasure . Well , then . I'll say goodbye .",happiness
15618,Goodbye and see you tonight . Miss Rose .,happiness
15619,I believe you are cut out for this position . You're an outstanding individual .,happiness
15620,Thank you .,happiness
15621,Why are you so early today ?,surprise
15624,"To show our appreciation for your hard work , we'd like to invite you to have dinner with us .",happiness
15625,"Oh , that would be lovely . Thank you .",happiness
15626,Excellent . Have you had French food before ?,happiness
15628,"Pretty well , I think .",happiness
15630,I'm glad you like them . They are all made of silk . Here on display are all the most popular and favorite products . What items are you particularly interested in ?,happiness
15632,So soon ? It seems to be in the early stages .,surprise
15633,We have developed new technology about it . And the new product will be a pleasure to be hold .,happiness
15635,I see . Thank you .,happiness
15636,You are welcome .,happiness
15638,Good !,happiness
15641,Thank you .,happiness
15642,"Hi , I am so glad to see you .",happiness
15643,Are you kidding me ? Why do you say so ?,surprise
15644,"Hey Ted , I saw this ad in the paper . You should take a look .",happiness
15646,"Here , I'll help you type one up .",happiness
15649,"No , I am single .",sadness
15652,My pleasure .,happiness
15653,That's a high price .,surprise
15655,It certainly didn't arrive here that way .,anger
15658,"Sure , I'd love to . Thank you .",happiness
15660,Thank you for choosing Bruno's . We look forward to seeing you on the 2nd .,happiness
15661,"Oh , yes.Thank you . I'd be glad to .",happiness
15662,"Mary , I will have an interview tomorrow . I am so excited !",happiness
15663,"Congratulations ! By the way , have you had all the things ready for the interview ?",happiness
15668,What's the matter ?,surprise
15669,I feel terrible now .,sadness
15670,Good news for us . When can you start to work ?,happiness
15673,Really ? That's good news for me .,surprise
15674,"Yes , and I am very satisfied with it .",happiness
15679,That's cool . What documents do I need to carry ?,happiness
15680,I am very satisfied with your answers .,happiness
15681,Thank you very much .,happiness
15684,"Good morning , Miss Monica . Nice to meet you again !",happiness
15686,Really ? Are you willing to recommend me for the position ?,surprise
15688,"Well , not in so many words . But I know that productivity is a big issue for him . Oh , he said the usual things like “ Keep up the good work ” and “ Thanks for your hard work , ” but he also said that he's thinking about bringing some employees into my department . That , to me , means he's not satisfied with what I've been doing .",sadness
15689,"No , I Don't . Either I shape up or my job is on the line .",sadness
15691,The notification period of my current job is not that long and I ’ m quite profession to English and I am happy with the traveling abroad as I ’ m good dealing with the people from other cultures . It makes the whole job even more interesting . I will send my resume to you still this week .,happiness
15693,You ’ re welcome . Bye .,happiness
15697,That is very kind of you . Thank you very much .,happiness
15698,That ’ s great . What are the prizes ?,surprise
15699,"Today , I am busy all day long .",sadness
15700,Really ? It is amazing . I will apply for a position in your company .,surprise
15701,That's great . Thank you very much .,happiness
15702,Thank you . It's very kind of you to invite me to such a beautiful place .,happiness
15706,It sounds amazing to me .,surprise
15707,That's great . Thank you so much .,happiness
15708,It is OK with me . I enjoy being busy and learning new things .,happiness
15709,"Sorry , I don ’ t know the rule about punching .",sadness
15710,Thank you . I'll go through it and tell you .,happiness
15715,Really ? Tell me without delay .,surprise
15719,I'm glad to see you !,happiness
15721,"I went to visit a customer in IVS Company the other day . Their offices were very impressive , especially their company Logo which is all over the place . There are Logo models in metal , copper , clove , paper . They are even printed on the wall paper and the balls of the table-lights . It is really decorated identity .",happiness
15722,Not at all ! I like the design so much . The designer must have thought really hard to come out with such a brilliant concept .,happiness
15723,I am calling to thank you for giving me the interview for the Sales Manager position yesterday,happiness
15726,You are very nice to tell me those .,happiness
15728,Thank you !,happiness
15729,I am calling to say thank you for the interview yesterday .,happiness
15731,I am waiting for a fax but just now I found there's something wrong with the fax machine .,sadness
15732,Lots ! Have you done any research about the company ?,surprise
15735,But why ?,surprise
15737,Good luck .,happiness
15738,I need it . Thank you .,happiness
15739,"Oh , really ? Nice to meet you . I thought they were going to leave me here on my own ! How long have you been with the company ?",surprise
15742,It's our pleasure to have you here . I hope you will have a pleasant stay here .,happiness
15746,It's a pleasure to meet you . My name is Lucy .,happiness
15750,"Thanks , I appreciate that !",happiness
15751,I'm very sorry to hear that .,sadness
15753,"Well , as the saying goes – we aim to please !",happiness
15754,"Fine , Mr . Grant . Thanks for your time .",happiness
15755,I'm calling to tell you the shipment has arrived in good condition .,happiness
15756,That's good ! This is our first transaction . I hope you'll be entirely satisfied with this initial shipment .,happiness
15758,"Oh , sorry to interrupt you . But I am calling to say goodbye to you . I am awfully sorry to tell you that I am afraid I could not see you off at the airport tomorrow , because I will have to attend a very important meeting .",sadness
15759,Yes . And I would like to convey my thanks to you for your help during my stay here in Nanjing .,happiness
15761,That is so thoughtful of you .,happiness
15763,Thanks a lot . My wife and I will be welcoming and looking forward to your visit .,happiness
15767,Thank you so much . I have been expecting to come to China .,happiness
15768,I am very glad that you say so . We have prepared a typical Chinese dinner this evening .,happiness
15769,"Oh , you needn't do that .",happiness
15772,It's nice to finally meet you .,happiness
15773,"And I'm glad to meet you , too .",happiness
15776,You are so smart . Your efforts in the success of the plan were outstanding .,happiness
15777,I just did what I should have done .,happiness
15778,You ’ Ve got a great personality .,happiness
15779,Thank you for your compliments . I will try even harder to repay the company and your support .,happiness
15780,I believe you will . I ’ m very pleased with your work . Your promotion will contribute to the development of the company .,happiness
15782,Of course ! Peking Duck is world-famous . I would love to try it .,happiness
15783,That's right . How nice to see you again .,happiness
15784,"Oh , yes , I'd very much like to go .",happiness
15785,The time has come to say goodbye .,sadness
15789,I'll be expecting you then .,happiness
15791,I don't think you really want to hear about it .,sadness
15792,"Well , he made quite a few mistakes on the monthly report and when his supervisor found them , my manager blamed them on me !",anger
15793,"He treats everyone pretty badly , but the way he treats me really takes the cake !",anger
15794,I really have no idea . All I know is that the thought of him really curls my hair !,anger
15796,That's very sensible . Would it be alright if I left early today to prepare for the trip ?,happiness
15797,Great ! Our president has asked me to come over to invite you to the banquet held in your honor at the Beijing Hotel at 7:00 . Here's an invitation card for you .,happiness
15798,"That's good . It's most thoughtful of you to do this , Miss Wood .",happiness
15801,"Nice to meet you too , Mr . Zhang .",happiness
15802,My warmest congratulations on your promotion !,happiness
15804,Really ? Do you mean that you are leaving ?,surprise
15805,That is so nice of you .,happiness
15806,"Yes , of course . Thank you very much .",happiness
