,text,emotion
3926,A new carpet? A poodle?,frustration
3927,"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",anger
3928,I want things to turn out the way that they're supposed to be.,frustration
3929,"Jesus, welcome to the human race.",frustration
3930,Did you think this is how I thought it was going to turn out? Do you think I had some great fantasy down the line? That four years down the line that we'd come to the beach and argue with each other over fish?,xxx
3931,"No, I was just like you. I thought it was going to be all peaches and roses and everything great. And the wind in our hair and the sand in our toes, and the fish will always come and the bills will pay themselves, and we'll have three big fat rosy kids. And oh God.",frustration
3932,"You know what you get? The jokes on us, baby. Because do you know what you get? Huh? Carla? Do you know what you get? You get this.",frustration
3933,This what? What is this? This is nothing.,frustration
3934,"Yes, it is.",frustration
3935,"No, it's not. It's standing on the beach waiting and fighting.",anger
3936,Right.,frustration
3937,Things have never turned out anything the way that I thought they would be.,sadness
3938,"No, I know. Me neither.",frustration
3939,"I mean, this is, this is everything, and it's a lot, but",xxx
3940,it's not something else. Do you know what I'm trying to say?,sadness
3941,"Well, I'm doing the best I can.",frustration
3942,"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",sadness
3943,"Yeah, maybe if you were with someone else too.",frustration
3944,I didn't say that.,sadness
3945,"No, I know. But I know I don't make you happy.",xxx
3946,"Augie, anything I do I'd rather be doing with you.",frustration
3947,Yeah?,surprise
3948,"God, don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously, could enjoy herself more.",frustration
3949,"Actually now that you mention it, no, I don't.",happiness
3950,"Well, I guess we're just in the wrong spart-spot with the right person.",happiness
3951,"Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",happiness
3952,I noticed that. It's beautiful.,happiness
3953,You can see right over the water.,happiness
3954,"God, big old white moon.",xxx
3955,Look what we got here.,happiness
3956,You brought refreshments?,xxx
3957,It's not champagne.,happiness
3958,At least we won't need glasses.,happiness
3959,Are you still cold? Do you want to go home?,neutral
3960,So I was thinking you might be right.,xxx
3961,Maybe this is the right place after all.,happiness
3962,"I'm sorry, Augie.",sadness
3963,Shh.,neutral
3964,If we're very quiet the fish might come.,happiness
3965,Or not.,xxx
3966,Or not.,happiness
3967,Hello.  This is Viacom Services.  How can I help you?,neutral
3968,"Hello?  God finally somebody, look, this is ridiculous.  I've been waiting online for like a half an hour now.",frustration
3969,"I'm sorry ma'am, what can I help you with?",neutral
3970,"Look my, my phone isn't working.  I don't understand what's going on.  I am trying to call out.  I'm not receiving any calls",frustration
3971,"and I need assistance with my...not only is my work phone, it's my home phone and look,",frustration
3972,this is my business.  This is how I make money is through my phone.  It needs to be working.  Can you please help me?,frustration
3973,Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,neutral
3974,two two six six.,neutral
3975,Okay.  And your name is?,neutral
3976,Olivia.,frustration
3977,Olivia. Um. Okay.  So how long has this problem been?,neutral
3978,"This has been going on for the past two weeks.  I called every single day.  Nobody is helping me.  You guys tell me the same thing over and over, call again, call again, call again--",frustration
3979,So what exactly is the problem?,neutral
3980,"I don't, I don't know what the problem is.  That's what I want you guys to...why is my service not turned on?  And I paid my bills on time.  I don't understand.",frustration
3981,Um- I think part of it has to do with the network being down.  It's been having some trouble the last few weeks--,neutral
3982,"Okay.  Well that is, that is fine and all.  I don't care.  I really don't care because I want my phone to work that's all.",frustration
3983,"That is I am paying you guys for service and I'm not getting any service.  I get, I get just dropped calls all the time and now it's completely not working at all.  I can't even call out, nine one one probably wouldn't even work.",frustration
3984,I understand--we're not-,neutral
3985,No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.,neutral
3986,Well you better.  You better give me a whole freaking new phone that's what you better do.,frustration
3987,We can give you a new phone--,neutral
3988,I want a camera phone actually.,frustration
3989,We can do that.  We can do that.  You just have to sign a one-year contract though with the--,neutral
3990,"No, no, no...  I'm done with these contract business because this is what can happen.",frustration
3991,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.",anger
3992,"Besides, it's sort of out of hands at the moment----The whole electrical power outage.",frustration
3993,I want to talk to a supervisor,anger
3994,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.,anger
3995,"Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-",neutral
3996,What?,frustration
3997,"So you could----speak with me some more, you could call back later on maybe.",neutral
3998,That's ridiculous.  You know?,frustration
3999,"No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--",frustration
4000,I didn't put you on hold.,frustration
4001,There are a lot of people calling us having problems.  Every phone company is having the same problems ma'am,frustration
4002,Every phone...every single phone company?,frustration
4003,"Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.",neutral
4004,This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause,anger
4005,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line",anger
4006,don't you-,neutral
4007,I'm really sorry ma'am.  There's not----a lot we can do for it.,neutral
4008,That you better be sorry.,anger
4009,Well you're not helping me at all.  God this is so frustrating.,frustration
4010,"What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me.",neutral
4011,What?  No.  That's way too complicated.  Look--,frustration
4012,you need to fix my phone.  I don't care what you have to do--,frustration
4013,I'm sorry it has to do with an electrical power outage and stuff--,neutral
4014,"Well then go up the freaking pole and fix it like, you need to help me.  You don't understand I'm in dire, dire need of a phone right now.",xxx
4015,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",neutral
4016,"Yeah yeah, woman going out in South Central on the payphone at night.  Oh that's real safe.",frustration
4017,"I'm, I'm sorry you chose to live there um--",neutral
4018,"No, no, no.  I didn't choose to live here.  I work there.  Okay?  Yeah. work work work",frustration
4019,Well I'm sure maybe there's a phone at work you could use.,neutral
4020,"We can't call out.  We can't make out-- line.  I don't work, I work at another office.",frustration
4021,A law firm.  Thank you very much.,frustration
4022,All right um--,neutral
4023,"I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do.  And you're not helping me at all.",frustration
4024,"In fact, give me your name sir, what's your name again?",frustration
4025,My name is Sara.,neutral
4026,Okay.  Sara what?,frustration
4027,Sara Brown.,neutral
4028,"Sara Brown.  Sara Brown, um- yeah, I'm going to get off the phone with you. And then I'm going to call back and I'm going to give your supervisor your name because you're obviously incompetent to work here.",frustration
4029,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.",neutral
4030,"What are you, what are you a police officer now?  You know, like I'm done, I'm over it.  Goodbye and I hope that you lose your job.",frustration
4031,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",anger
4032,"Hello sir, can I help you?",neutral
4033,"Yeah, I've been on the-with the machine for like thirty minutes--",xxx
4034,"trying to get an answer, and no one's given me an answer.  So what are you going to do about it?",xxx
4035,I [GARBAGE],neutral
4036,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-",neutral
4037,"Fuck, do you think I have all day?  Jesus",xxx
4038,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-",neutral
4039,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?",frustration
4040,"Okay, and this is for Verizon? Your provider?",neutral
4041,Yeah.,xxx
4042,"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-",neutral
4043,You know what?  I'm just going to- Patient?  I'm a busy man.,anger
4044,"You're going to have to just be patient with us, sir, as we",neutral
4045,"Well, I know sir, and we all are busy.",neutral
4046,But I'm going to definitely have to- uh--get your contact information,neutral
4047,"-have to, have to what?",anger
4048,What?  It's my phone.  You can't even call me on it. I don't have another phone.,anger
4049,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours.",neutral
4050,What?  Are you kidding me?,anger
4051,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use.",neutral
4052,"Oh, my God.",anger
4053,I- I'm going to kill myself right now.,anger
4054,A free calling card?,anger
4055,"Do you have a land line, sir?",neutral
4056,"No, I don't have a land line.",xxx
4057,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",neutral
4058,-on average would use.,neutral
4059,"That's it? Okay, yeah.  What else?",anger
4060,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",neutral
4061,"Okay, I need more than this.  Are you going to give me a little bit more?",anger
4062,"No, we don't just give you things.  We're- we're-",neutral
4063,we compensating you for all your-,neutral
4064,So you take things from me and you expect me just to wait around.,frustration
4065,"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened.",frustration
4066,The satellite-is down in your area.,frustration
4067,"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great.",frustration
4068,"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.",frustration
4069,"No, it's been--three days.",frustration
4070,"Fine, it's been a day.  Okay?",frustration
4071,Three days?,neutral
4072,A day?,neutral
4073,A day's worth of business.  You know how much I make in a day?,xxx
4074,"I don't know, sir.",neutral
4075,About three million dollars.,neutral
4076,"Oh, well, I'm sorry about that. Umm- We-",neutral
4077,"So, you're going to give me back ten dollars worth of minutes--",xxx
4078,-to make up the three million dollars.,xxx
4079,"Well, ten hours worth of minutes--",neutral
4080,is what's going to happen.,neutral
4081,"Ten hours? So, basically, a day's worth of minutes which I pay forty dollars a month from it.",xxx
4082,"Sir,",neutral
4083,So you're giving me a dollar back.,xxx
4084,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",neutral
4085,"Oh, my God.",frustration
4086,and we will take care of it if anything happens.  But all we can do now is ask for your patience.,neutral
4087,Okay? Thank you for calling.  Goodbye.,neutral
4088,What's he going to say?  Maybe we ought to talk to him before he sees it.,neutral
4089,He saw it.,sadness
4090,"What do you mean. He couldn't have seen it. I was the first one up, he was still in bed.",surprise
4091,He was out there when it happened.,sadness
4092,When?,surprise
4093,About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.,sadness
4094,Well what was he doing out at four in the morning?,xxx
4095,I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,sadness
4096,Did you talk to him?,sadness
4097,No.  I figured the best thing to do was leave him alone.,sadness
4098,He cried hard?,sadness
4099,I could hear it right through the floor.,sadness
4100,"God, what was he doing out there anyway?",xxx
4101,Starting to dream about him again.  He's walking around at night again.,frustration
4102,I guess he is.,sadness
4103,"He's getting just like he did after he died, you know?  What, what, what's the meaning of this?",sadness
4104,"I don't know.  But I know one thing mom, we made a terrible mistake with dad.",sadness
4105,What?,xxx
4106,Being dishonest with him.  That kind of thing always pays off and now it's paying off.,frustration
4107,What do you mean dishonest?,xxx
4108,You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.,anger
4109,What are you going to do?  You want to argue with him?,xxx
4110,"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",frustration
4111,"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?",anger
4112,That we haven't had any hope for years now?,anger
4113,You can't say that to him.,xxx
4114,We got to say it to him.,xxx
4115,How are you going to prove it?  Can you prove it?,frustration
4116,Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,frustration
4117,"To you maybe, to me, but not to your father.  I mean,",xxx
4118,he still thinks he's alive still.  I mean you could talk yourself blue in the face and there's no body and there's no grave so where are you?,frustration
4119,"Listen mom, just, sit down.  I want to talk to you.",frustration
4120,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,anger
4121,Alright. Alright. Alright just listen.,frustration
4122,"You know why I asked Annie here, right?",neutral
4123,Why?,anger
4124,You know.,xxx
4125,Well I have an idea but I don't know.  What's the story?,xxx
4126,I want to ask her to marry me.,neutral
4127,Well that's your business Chris.,xxx
4128,You know it's not just my business.,frustration
4129,"Well what do you want me to do?  I mean, you're old enough to know your own mind.",anger
4130,Okay.  So then it's alright.  I'll go ahead with it.,neutral
4131,"Well, I mean, you got to make sure your dad's not going--",neutral
4132,Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.,anger
4133,Well I'm just saying--,frustration
4134,You know I ignore what I got to ignore.,xxx
4135,She's not...she's Larry's girl.,xxx
4136,She's not Larry's girl.,frustration
4137,From your father's point of view he is still alive and if you try and take her that's just not fair.  You can't do that.,frustration
4138,I don't know why it is but every time I reach out for something I want I have to pull back,frustration
4139,"And-And-And if you go on from there if you know already to go on from there, then you can.  But I'm telling you something that I don't know where to go.  You got it?  I mean, do you?",frustration
4140,Because other people will suffer.,xxx
4141,"My whole entire, bloody life time and time again.",frustration
4142,You're a considerate fellow.  There is nothing wrong in that.,xxx
4143,Well to hell with that.,anger
4144,Did you ask Annie yet?,neutral
4145,I wanted to get this settled first.,neutral
4146,And what if she doesn't marry you huh?  What if she feels the same way your father does?,xxx
4147,Then I guess that's the end of it.,neutral
4148,But from her letters I think she's forgotten him.  I'll find out.,sadness
4149,"And then we'll thrash it out with dad right?  Mom, don't avoid me.",neutral
4150,"Look, you never had seen many, many women.  You know?  I mean...",neutral
4151,Well so what?  I'm just not fast with women.,xxx
4152,Well I just don't see why it has to be Annie.,frustration
4153,Because it is.,frustration
4154,"Well that's a good answer but, it doesn't answer anything.  You haven't seen her since you left to go to the war and it's been five years.",xxx
4155,It's just...that's just the way it is.  That's how I feel.  You know these years when I think of someone I want to marry I think of Annie.  What do you want a diagram?,frustration
4156,No I don't want a diagram.,frustration
4157,"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him?  I don't know.  Do you?  I mean, I don't know.",frustration
4158,Alright then.,frustration
4159,"Look, just give it some thought okay?",xxx
4160,I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,sadness
4161,But if I can't have that here I'll get out.,neutral
4162,What the hell is this?,xxx
4163,I'll get out.  I'll marry her somewhere else.  Maybe New York.,neutral
4164,Are you crazy?,xxx
4165,I've been a good son too long.  A good sucker and I'm through with it.,anger
4166,You're just going to leave the business?  You have a business here.  You can't do that.,anger
4167,The business doesn't inspire me.,anger
4168,"Oh, you have to be inspired.",xxx
4169,Yes.  I like it an hour out of the day.  If I have to grub for money all day long at least at evening I want it beautiful.  I want a family.  I want a wife.  I want some kids.  I want to build something I can give myself to.,anger
4170,Now Annie is in the middle of all that.  Where do I find it?,frustration
4171,Tell me something.  You can leave this business?,sadness
4172,Yes.  On this I would.,neutral
4173,You can't talk like that.,xxx
4174,Then help me stay here.,xxx
4175,Alright but you can't talk like that you hear?,frustration
4176,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",anger
4177,I know.  Just you help me stay here.,sadness
4178,Alright but you don't talk like that you hear?  You don't.,frustration
4179,I am thinking like that.,sadness
4180,I don't understand you do I?,sadness
4181,No you don't.  I'm a pretty tough guy.,sadness
4182,Yeah.  I can see that.,sadness
4183,Hello.,xxx
4184,Hello?,neutral
4185,Oh God I finally got...you know how long I've been waiting on line?  You put on hold for like five hours.  Geez.,frustration
4186,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?,neutral
4187,I've already been through this five times with these people.  I've been calling every single day.,frustration
4188,I know I just need to verify every time.  I'm sorry.,neutral
4189,Olivia Brown.,frustration
4190,Alright Ms. Brown what's the nature of your problem?,neutral
4191,Well my phone isn't working and it hasn't been working for the last five days.,frustration
4192,Oh.  I'm sorry. Um- Did you drop it in water?,neutral
4193,"Yeah, yeah, yeah you better be sorry.",anger
4194,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.,anger
4195,Okay?  And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.,frustration
4196,"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",neutral
4197,"the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--",frustration
4198,Is the phone turned on?,neutral
4199,Yes the phone turns on.  No I mean I'm using it not turning on the phone.  Of course it turns on.,frustration
4200,"Well, um- okay.  Your sim card is in- didn't fall out-",neutral
4201,No- I don't have a sim card because it's Verizon and you guys don't use sim cards.,frustration
4202,Alright.  Um- Well that could be the problem. cause--,neutral
4203,you might have an older phone where we would use sim cards but probably not.,neutral
4204,"Okay no.  Sir, this is the deal.  My phone isn't working and I don't care what the problem is but it needs to work.  That's why I'm paying you guys to fix it.",frustration
4205,Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-,neutral
4206,I don't know even how to use that stuff it's too complicated.  I just want my flip phone to work----that's all I need,frustration
4207,"So we'll send it- And we'll give you, how about a free year's service?",neutral
4208,"Look, I am on the road all the time.  Do you understand how important?  I'm a woman, a single mother by herself working...what?",frustration
4209,Tell them my name.  My name is Brent Backersen.,neutral
4210,"Brent Backersen, I am writing this down, Brent Backersen.  Alright.",frustration
4211,Okay.  Tell them my - my ID number is two one three five.,neutral
4212,"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",neutral
4213,"I, I, I don't want a contract. Okay. I don't want any contracts.",frustration
4214,It will be free.  No contract okay?,neutral
4215,Really?  No contract?,frustration
4216,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",neutral
4217,I want the best freaking camera phone there is though.  I want the really good kind--,xxx
4218,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",neutral
4219,And palm pilot.,xxx
4220,And charger and accessories and I want a cover that's pink.,xxx
4221,They might only have orange.,neutral
4222,no,xxx
4223,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer",neutral
4224,and battling through with us.,neutral
4225,"Alright. Well-  I guess - I guess that's okay but,",neutral
4226,you better promise me.,xxx
4227,Yes.  You just tell them Brent Backersen sent you.,neutral
4228,Okay.,neutral
4229,Alright?  Great.  Have a nice evening.,neutral
4230,Alright Thanks.,neutral
4231,"Look sir, I've been waiting for about an hour and my luggage still hasn't come. What's going on?",frustration
4232,"I'm sorry, Mrs. Rosenkrantz, but uh- I don't know what to tell you.",frustration
4233,"What do you mean, you don't know what to tell me? I have two luggage that I've been coming--they're coming--from France and I need them here. I'm home now. I need to go start working.",frustration
4234,Did you- Did you check with the lost and found?,frustration
4235,"Where? I don't know. The lost and found. What do you mean, lost and found?",anger
4236,I had my luggage transferred here from Paris to L.A. and now I'm here and I need to be working and I have all my stuff in there.,frustration
4237,"Maybe it got lost. Did you think about that, mom?",frustration
4238,"Well, that's what I'm asking you. What--I don't know what happened to it.",frustration
4239,"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it.",neutral
4240,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",anger
4241,"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",frustration
4242,Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.,frustration
4243,Okay. What can we do is we can get your name and information and if it shows up we can send it to you so-- Wherever you stay,frustration
4244,"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there.",anger
4245,Not to mention I have my work in there.,anger
4246,"Well, I'll have you fill out some paperwork and see if you can get started on something.",frustration
4247,"And what if- what if it is lost? Well, what are you guys going to do for me?",anger
4248,"You know, we'll file a complaint and we could possibly, you know, replace some of the things. I think-",xxx
4249,and when you sign your ticket we could replace about fifteen percent of what's in the bag.,neutral
4250,Fifteen percent?,anger
4251,Up to a limit of twenty five dollars.,neutral
4252,What? There- There's hundreds of thousands of dollars worth of stuff in there.,anger
4253,"Whoa, maybe you should uh- have thought of a better way to send it than just in a bag, hmm? Did you think about that?",frustration
4254,"No, no, no. You don't understand. This is--these are my belongings in the luggage. And I went to Paris.",frustration
4255,"Sir, why are you laughing at me? This isn't funny.",frustration
4256,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",neutral
4257,"Well I'm sorry, if I--no, it's not stupid. You are supposed to have my luggage.",xxx
4258,Did you lock- Did you lock it even? You probably didn't even lock it.,frustration
4259,"No, they said I couldn't lock it.",anger
4260,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,anger
4261,"Okay, let me get him.Oh, guess who the supervisor is? It's me.",neutral
4262,"What, do you have questions?",neutral
4263,"Well, get- I want the C.E.O. then.",anger
4264,Can I help you sir?,neutral
4265,Yes you can help me.  Where is my luggage?,anger
4266,"Well, let me just check on that for you.  Where are you coming--?",neutral
4267,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,anger
4268,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",neutral
4269,I had eight hundred pounds of luggage.,anger
4270,Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?,frustration
4271,Okay.  Check.,anger
4272,"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",frustration
4273,Is it there?,anger
4274,Yes.,anger
4275,Okay and this is direct flight?,neutral
4276,You don't know where we're at?,anger
4277,God.,anger
4278,I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop--,frustration
4279,You know I've been waiting here for four hours for my luggage,xxx
4280,"and it's not here, they told me to go to this person, go to this person.  Now I'm at this person.",xxx
4281,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neutral
4282,Okay.  What do you want?,anger
4283,How many pieces of luggage do you have checked in?,neutral
4284,Eight.  And they're all gone.,anger
4285,Eight pieces of luggage.  Okay.,neutral
4286,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,anger
4287,No.  I'm just going to check--,frustration
4288,It's my mother's funeral tomorrow and the urn is in the suitcase.,anger
4289,I'm sorry sir.,neutral
4290,Yeah.,anger
4291,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,neutral
4292,What am I going to do tomorrow without the urn?,xxx
4293,Sir it seems to me that your luggage is um- is not here,xxx
4294,"Oh, oh, that's a good deduction.",anger
4295,Yes--it is,neutral
4296,"Sherlock Holmes.  God, where's my luggage?",anger
4297,"Sir, Please please, I would ask you to just calm down for a second--",frustration
4298,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,anger
4299,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",neutral
4300,Yes.  You are a Delta representative.,xxx
4301,"Yes, I am.",xxx
4302,What is the matter with you?,anger
4303,"Sir, I just...you need to calm down is what needs to happen right now.",anger
4304,Don't yell at me.,anger
4305,"Okay.  I'm not.  I'm sorry, I am being--",frustration
4306,"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",frustration
4307,Oh my God.  I think a blood vessel burst in my head.,anger
4308,"Please, please",neutral
4309,"sir, listen to me.  Your luggage is still in Baltimore.",xxx
4310,What?,anger
4311,Okay.  We can get it here in about seven to ten business days.,neutral
4312,What?  Are you kidding me?,anger
4313,"Yes.  Well, because--",neutral
4314,Give- Give me your manager right now.,anger
4315,I am the manager sir.,neutral
4316,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",anger
4317,Sir I know where I work for but I was checking because you cannot--,xxx
4318,Whose daughter are you?,anger
4319,Sir?,frustration
4320,Sir. Sir. Sir. Sir,anger
4321,What is your name?,anger
4322,My name is Brent Caption.,anger
4323,Now what are you going to do about it?,excited
4324,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",excited
4325,Look at the night we got; couldn't be better.,excited
4326,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",excited
4327,Fine.,sadness
4328,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",excited
4329,"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",excited
4330,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",excited
4331,What flashlight?,xxx
4332,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",excited
4333,That's not your flashlight; it's ours. It's mine too.,xxx
4334,"Oh, well, sure.",xxx
4335,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",anger
4336,"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",xxx
4337,We should have brought our flashlight. I can't believe we forgot to bring it.,excited
4338,I hope the moon stays out.,excited
4339,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",excited
4340,Yes.,xxx
4341,Are you cold? Do you want my jacket?,xxx
4342,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",excited
4343,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",excited
4344,I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,excited
4345,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,excited
4346,I'm cold.,xxx
4347,Do you want my jacket?,neutral
4348,"It's past eleven, let's go home.",xxx
4349,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,surprise
4350,There is no point in coming down here.,xxx
4351,Right.,neutral
4352,That's my point.,xxx
4353,"Yeah, that's my point too.",neutral
4354,"Well, so let's go.",xxx
4355,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",excited
4356,"I mean, don't you want to see it?",neutral
4357,Not particularly.,sadness
4358,Why not?,neutral
4359,I don't know. I just don't.,sadness
4360,"Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.",xxx
4361,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,anger
4362,Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,xxx
4363,"I mean, this is the big night for these guys. Life's last orgy.",xxx
4364,"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",frustration
4365,"Yeah, they do.",xxx
4366,"Oh, God, Augie.",frustration
4367,"What, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs.",xxx
4368,"There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you cannot be interested.",xxx
4369,"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",xxx
4370,For real?,surprise
4371,Yes.,xxx
4372,I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,xxx
4373,And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.,xxx
4374,"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",frustration
4375,We weren't in a good spot.,xxx
4376,"No, for God's sakes, we've never seen the grunions. We're not going to see them.",frustration
4377,"We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-",frustration
4378,"no, that's just seaweed, isn't it? This is great, isn't it?",xxx
4379,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",excited
4380,Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,xxx
